date,SMALL LoINV,ME1 INV2,ME1 INV3,ME1 INV4,SMALL HiINV,ME2 INV1,ME2 INV2,ME2 INV3,ME2 INV4,ME2 INV5,ME3 INV1,ME3 INV2,ME3 INV3,ME3 INV4,ME3 INV5,ME4 INV1,ME4 INV2,ME4 INV3,ME4 INV4,ME4 INV5,BIG LoINV,ME5 INV2,ME5 INV3,ME5 INV4,BIG HiINV
199312,0.99,1.75,2.34,1.11,0.01,1.27,3.25,2.52,4.76,3.72,3.74,4.1,4.53,4.71,5.55,1.62,3.34,4.8,4.01,5.06,1.45,0.6,1.16,2.53,-0.95
199401,6.55,4.91,4.75,5.16,3.69,5.34,2.23,1.29,0.74,2.48,4.43,3.6,1.88,1.38,2.73,4.8,2.54,2.09,2.92,2.8,3.65,3.59,3.24,2.46,3.09
199402,-1.86,0.54,-0.44,0.16,-1.23,-1.26,-0.42,-0.1,-1.31,0.16,0.46,0.65,-2.05,1.89,-0.38,-1.06,-2,-1.76,-2.09,-1.38,-4.12,-4.02,-4.16,-2.12,-0.82
199403,-4.99,-3.55,-3.28,-4.89,-7.19,-6.36,-3.92,-4.48,-4.88,-7.69,-5.79,-4.95,-3.66,-4.04,-6.91,-6.26,-3.18,-3.49,-2.67,-6.77,-3.12,-3.94,-4.56,-4.15,-4.19
199404,-1.61,0.53,-0.32,-0.96,-2.76,0.64,1.93,1.16,1.74,-0.6,-0.94,1.6,1.24,0.42,-0.36,2.22,2.75,0.13,0.18,0.03,1.86,1.88,1.58,0.55,1.11
199405,-1.12,-0.32,-1.08,-1.09,-2.16,-0.36,-0.63,0.19,-1.8,-2.38,-0.98,-0.93,-0.28,-2.1,-1.36,-2.31,0.19,-0.44,1.06,-0.27,4.74,1.21,-0.06,2.73,1.9
199406,-4.74,-2.52,-3.98,-2.17,-5.92,-2.23,-1.07,-2.09,-0.73,-5.31,-1.42,-0.03,-1.55,-2.65,-4.38,-3.67,-1.69,-2.76,-3.2,-4.34,-2.62,-1.39,-1.75,-3.49,-3.02
199407,1.18,1.34,1.65,1.12,-0.96,2.36,1.6,1.49,1.88,2.67,3.41,1.9,3.21,3.06,3.31,3.54,4.75,3.94,3.83,1.99,3.15,3.83,2.42,2.57,4.06
199408,3.69,3.01,4.18,2.64,4.22,5.73,6.32,4.53,4.36,8.01,7.64,3.97,5.23,4.22,8.16,4.72,3.69,3.69,4.24,8.17,6.42,3.16,2.56,4.25,5.16
199409,0.91,1.25,2.03,1.41,1.29,0.65,-0.85,-1.13,0.51,-0.06,1.01,-1.78,-0.78,-2.28,0.43,-0.08,-1.75,-2.68,-2.91,-1.72,-0.42,-2.69,-1.83,-2.71,-3.42
199410,0.58,0.84,2.1,2.48,-1.69,-0.73,-1.59,-1.41,0.39,0.79,-0.04,-0.28,0.71,-0.23,2.05,-2,0.19,-0.08,0.86,0.89,2.1,2.71,1.84,1.97,3.58
199411,-3.76,-2.77,-2.58,-2.85,-4.33,-3.9,-3.55,-4.18,-3.05,-3.69,-1.66,-5.64,-4.68,-3.92,-5.6,-4.73,-4.41,-3.42,-4.41,-4.1,-4.75,-3.68,-3.32,-2.65,-2.8
199412,0.28,-1.37,0.73,-0.52,-3.46,0.52,2.91,3.34,2.01,1.81,3.06,2.96,2.66,2.4,2.88,0.62,1.23,0.9,1.74,1.71,2.19,0.7,1.73,1.28,1.13
199501,2.04,2.62,1.03,1.35,2.49,-2.08,0.35,-0.9,-1.19,-0.64,-1.8,-1.09,-0.08,-0.15,-1.63,1.14,1.85,1.63,1.85,1.11,1.02,3.07,2.42,3.94,3.39
199502,0.8,3.14,2.31,4.13,3.15,3.24,4.59,3.49,4.3,3.91,6.61,4.22,5.14,4.89,5.18,6.27,5.03,4.62,3.79,4.79,4.46,3.66,4.17,2.57,4.65
199503,1.31,1.79,0.56,0.42,1.56,1.24,1.7,1.25,1.45,5.21,2.32,2.79,0.22,0.5,3.94,2.53,3.42,2.27,0.46,3.13,4.96,2.94,1.86,2.72,2.51
199504,3.07,4.97,2.82,2.46,2.67,2.54,3.33,2.55,2.08,0.86,3.1,1.8,2.52,1.13,0.65,1.8,2.73,0.85,1.96,1.65,4.4,3.06,2.49,2.7,2.56
199505,3.78,1.32,2.09,2.26,1.4,1.29,2.14,3.39,1.27,1.05,1.64,2.17,2.64,1.14,1.53,1.88,2.89,2.77,3.11,1.81,2.68,4.1,3.14,4.84,4.97
199506,8.75,5.57,4.63,5.79,6.77,6.68,2.88,3.57,4.66,8.28,1.74,2.72,3.13,3.79,6.37,2.31,2.33,2.33,5.53,6.45,2.33,0.23,2.64,1.79,5.15
199507,7.01,4.91,4.73,4.05,6.73,5.94,3.5,5.51,4.52,8.37,4.34,3.28,3.9,6.01,8.14,3.64,2.22,3.48,6.18,9.97,2.72,2.31,4.29,3.73,3.93
199508,7.73,4.48,2.94,3.27,3.11,3.85,2.64,3.27,1.2,0.63,3.03,1.28,2.91,2.06,0.48,0.7,2.11,2.56,2.1,0.38,1.09,0.31,0.16,1.06,0.62
199509,3.69,3.09,1.93,1.88,1.89,1.94,1.98,2.39,0.48,1.81,1.42,2.47,1.09,1.32,2.01,2.44,3.09,1.77,0.99,3.87,4.4,4.83,4.75,4.08,4.7
199510,-5.5,-3.93,-1.9,-3.67,-5.75,-6.68,-5.94,-4.83,-4.4,-7.65,-3.95,-3.13,-2.05,-3.02,-3.84,-2.68,-0.95,-1.2,-4,-2.21,-1.13,0.37,0.74,-1.49,0.5
199511,0.18,2.18,1.17,2.67,2,5.85,4.06,3.52,5.06,4.31,7.37,4.08,4.06,3.85,5.21,5.78,4.24,5.65,4.86,2.87,5.15,4.6,6.02,5.08,1.26
199512,4.47,3.38,2.35,1.97,0.19,3.98,2.97,3.85,2.3,2.39,3.45,1.14,2.42,1.85,1.93,1.28,0.35,2.7,1.06,-3.86,5.16,2.07,2.57,1.39,-1.74
199601,2.16,1.6,1.55,0.02,0.73,2.93,0.61,0.83,-0.64,-2.2,0.77,2.13,-0.52,-0.76,-1.5,2.03,1.31,2.57,1.82,1.45,4.24,3.52,3.44,3.86,2.5
199602,4.05,3.3,1.59,2.72,3.43,0.93,2.42,1.89,3.39,5.77,1.87,3.17,2.97,3.5,4.72,1.08,-0.08,1.24,1.18,5.65,0.16,1.6,0.54,2.96,1.03
199603,1.27,1.86,2.98,3.57,4.11,2.09,1.11,1.23,2.13,2.6,1.46,1.65,2.88,3.42,2.41,2.13,3.49,0.72,1.51,0.25,0.69,0.81,0.72,1.2,0.48
199604,7.58,5.62,6.14,8.15,8.51,8.47,2.07,3.33,6.31,8.95,3.28,0.64,0.6,4.75,5.51,3.46,1.65,1.47,1.58,7.26,2.13,0.54,0.19,0.9,3.82
199605,8.01,6.37,4.05,7.08,7.64,9.9,4.32,2.75,3.05,5.23,3.58,0.75,1.38,4.25,2.41,0.94,0.69,1.29,1.47,2.42,1.55,1.55,2.54,3.48,3.76
199606,-5.46,-3.31,-3.22,-5.9,-5.25,-6.22,-1.81,-0.12,-3.96,-4.76,-0.64,0.14,-2.21,-3.6,-6.5,-0.94,0.14,0.09,-1.47,-4.53,1.64,1.12,0.85,-0.63,-0.18
199607,-10.48,-6.02,-4.37,-6.18,-12.12,-8.29,-6.46,-7.2,-8.43,-13.7,-8.15,-4.82,-4.67,-6.5,-11.58,-6.39,-5.47,-4.61,-4.95,-8.66,-3.82,-3.96,-4.52,-4.8,-5.25
199608,2.48,4.24,3.99,4.85,4.92,5.94,5.39,4.18,5.92,6.22,5.51,4.62,5.85,6.04,8.5,4.24,4.12,4,6.28,6.76,1.7,0.06,2.87,2.77,2.98
199609,1.37,1.99,3.4,3.49,2.91,4.62,3.2,4.24,2.81,4.37,4.33,1.88,3.29,4.28,7.24,2.04,3.76,5.45,5.13,4.56,4.46,3.78,4.11,6.63,9.2
199610,-3.16,0.26,0.7,-0.1,-3.95,0.59,0.21,-0.14,-0.22,-4.64,-0.23,0.99,-0.97,-1.94,-4.99,2.14,1.87,1.51,0.18,-2.35,2.73,4.06,2.91,2.34,1.1
199611,1.88,2.9,3.96,2.86,1.93,2.39,3.89,5.26,3.76,2.13,3.33,4.15,6.23,4.4,4.98,6.25,5.31,5.28,5.86,6.45,7.3,6.37,7.55,6.94,9.84
199612,-0.34,1.42,2.19,1.86,1.02,4.47,2.92,3.15,2.63,0.94,3.01,1.31,1.5,1.41,-1.31,1.43,0.67,0.46,-0.51,-2.08,-1.66,0.3,-1.28,-4.37,-1.98
199701,7.4,3.71,3.89,4.18,5.86,3.81,2.8,1.99,2.25,2.35,0.72,2.59,2.32,1.95,2.57,3.49,1.56,2.12,3.49,3.78,6.09,5.55,5.93,6.17,8.29
199702,-1.91,-0.42,-0.21,-0.69,-4.61,0.02,0.38,-2.02,-2.11,-6.69,0.06,-0.8,0.28,0.4,-5.87,-0.58,0.49,4.54,0.94,-2.97,0.6,0.76,2.74,1.65,-2.86
199703,-5.2,-2.97,-2.28,-3.18,-7.21,-5.79,-2.13,-4.04,-3.5,-7.23,-3.79,-1.37,-2.43,-3.99,-7.61,-3.28,-2.81,-3.99,-5.1,-7.41,-4.64,-2.14,-5.76,-4.07,-5.02
199704,-3.95,-2.67,-2.06,-3.52,-3.7,-1.9,-0.27,0.55,0.76,-2.53,0.32,2.38,3.18,3.04,0.31,2.8,1.36,1.96,1.78,3.74,5.41,2.47,6.35,8.54,7.07
199705,9.53,8.38,8.52,9.11,12.41,11.51,9.42,9.14,11.17,16.21,8.8,7.85,8.74,9.9,13.62,8.52,5.97,6.8,6.75,10.55,4.97,5.92,6.16,5.27,8.03
199706,5.44,6.14,7.2,6.53,5.39,2.51,6.51,7.1,4.83,4.48,2.99,4.93,3.98,5.44,3.96,3.22,4.16,3.2,3.02,3.19,4.81,4.04,5.14,5.11,2.43
199707,4.8,6.54,5.98,6.29,4.82,3.97,6.7,4.45,5.63,4.83,5.29,4.69,4.54,6.29,7.24,7.37,6.96,6.98,5.28,7.83,6.27,6.71,5.52,9.44,13.86
199708,5.58,4.64,3.69,3.66,4.72,2.26,3.49,2.95,3.39,2.62,4.7,0.94,0.34,1.79,2.26,0.86,-0.86,-0.66,0.59,0.15,-5.33,-4.99,-6.25,-6.76,-4.39
199709,10.38,8.35,8.28,9.13,10.22,6.25,4.67,8.53,8.7,9.04,5.84,5.42,7.57,6.11,7.79,4.38,5.19,5.14,4.82,6.25,5.93,5.82,4.9,6.5,4.45
199710,-2.59,-1.45,-1.17,-2.72,-4.19,-2.8,-2.82,-0.5,-6.5,-5.55,-4.54,-3.24,-1.66,-4.5,-6.12,-4.47,-2.98,-3.87,-4.83,-7.63,-2.53,-3.63,-2.11,-2.44,-4.03
199711,-2.84,0.6,0.3,-1.46,-3.48,-0.6,0.14,0.43,-0.58,-4.92,-0.23,2.13,1.58,-0.61,-3.3,2.95,2.74,3.7,2.43,-0.77,5.79,4.42,4.43,6.36,3.35
199712,-3.72,-0.1,2.01,0.52,-4.08,0.17,1.85,1.43,1.45,0.35,-0.07,5.69,3.44,3.26,-0.03,2.5,2.99,3.29,2.12,-0.77,3.9,3.09,2.84,1.07,-0.67
199801,0.24,-0.19,-1.25,-0.62,-0.94,-0.57,-0.68,-1.69,-0.76,-1.29,-1.56,-2.14,-2.02,-0.72,-1.01,0.59,-1.37,-1.87,-0.82,-0.98,1.62,-1.2,0.45,2.35,4.46
199802,6.54,5.92,6.02,5.97,6.69,5.85,8.28,7.31,8.03,9.16,7.53,6.81,7.82,9.64,9.76,6.11,6.17,8.79,7.29,8.99,4.13,6.09,7.12,7.91,10.18
199803,5.71,4.96,4.81,3.57,6.02,5.74,3.12,3,4.09,5.85,5.16,4.54,3.86,3.15,5.67,5.27,5.29,4.58,6.27,3.4,5.62,3.84,5.85,7.29,3.81
199804,2.53,2.81,3.22,3.1,2.18,2.62,2.28,1.08,1.64,0.15,1.25,-0.1,-0.34,0.6,1.42,0.26,0.27,-0.01,-0.28,0.69,-2.54,1.21,0.15,2.95,3.41
199805,-4.6,-2.33,-2.5,-4.22,-6.36,-4.47,-4.47,-2.93,-6.47,-6.61,-4.89,-3.2,-3.59,-5.01,-8.48,-1.39,-2.98,-3.28,-4.55,-5.4,0.22,-1.07,-0.98,-2.06,-3.77
199806,-1.53,-1.3,-0.04,-0.91,0.08,-0.78,1.28,0.38,-0.57,2.28,0.55,-0.05,-0.02,-0.01,3.11,-0.63,0,-0.07,1.02,1.01,1.49,2.05,4.89,5.41,8.47
199807,-7.43,-5.34,-5.42,-6.41,-7.01,-9.16,-7.01,-7.37,-6.22,-8.02,-7.08,-4.86,-6.87,-8.9,-9.52,-3.7,-4.53,-4.42,-5.87,-7.91,-2,-0.15,-1.19,-1.86,0.95
199808,-23.4,-17.43,-18.15,-18.96,-26.01,-19.45,-13.66,-15.5,-18.74,-25.84,-18.89,-12.35,-16.53,-22.25,-24.3,-14.59,-12.68,-16.86,-19.07,-22.89,-12.81,-12.79,-14.6,-15.26,-17.16
199809,4.59,2.07,1.88,2.9,4.47,7.64,3.33,5.88,7.24,10.09,5.11,6.31,3.95,7.64,10.2,6.32,5.95,4.17,5.71,8.64,8.66,3.57,5.85,7.89,9.8
199810,1.33,2.2,1.85,3.5,1.94,4.87,3.35,3.35,4.76,4.23,2.69,3.98,4.82,8.06,3.16,7.02,5.73,7.6,7.18,8.08,6.22,9.88,8.63,8.76,4.73
199811,12.51,6.07,6.58,8,7.31,7.09,4.71,3.16,7.36,8.63,5.01,3.81,3.86,7.06,7.32,4.52,5.59,3.76,6.55,3.04,7.21,5.61,5.17,9.39,8.09
199812,3.63,1.46,1.64,1.4,3.91,3.68,4.74,4.03,5.94,7.65,8.24,4.81,4.29,5.8,10.18,5.08,3.86,4.18,9.81,5.89,5.5,5.69,5.45,7.81,9.37
199901,8.27,2.55,2.99,3.51,8.23,0.26,-1.92,-2.22,0.29,4.41,2.18,-2.23,-1.86,2.42,3.58,0.1,-3.4,-3.76,-0.45,1.64,1.06,1.59,0.62,6.07,14.2
199902,-7.19,-5.51,-5.47,-5.18,-8.05,-7.24,-5.76,-5.4,-9.08,-11.87,-6.12,-4.74,-6.44,-9.08,-10,-2.6,-1.21,-4.13,-4.97,-6.01,-0.81,-3.25,0.96,-4.47,-8.55
199903,-2.55,-4.81,-2.47,-5.39,-1.35,2,-0.81,-0.69,0.44,1.58,1.6,-0.04,1.08,1.45,9.19,1.5,0.96,1.14,2.81,5.34,7.61,2.96,3.13,3.49,5.2
199904,11.01,7.82,9.53,8.43,10.07,11.65,6.18,8.98,4.93,8.78,1.58,8.69,7.99,9.39,16.08,8.22,9.45,10.8,9.68,7.63,5.64,3.34,3.27,3.52,1.05
199905,5.13,4.95,2.55,3.78,-0.52,1.57,4.24,1.96,3.71,0.59,0.02,1.35,2.49,2.44,-3.65,1.6,0,1.89,3.43,0.24,-3.98,0.01,-3.16,-2.39,-3.75
199906,7.46,5.28,7.81,7.37,8.34,6.21,3.8,7.29,9.43,7.77,6.02,2.96,7.29,4.95,3.68,5.7,4.93,4.95,5.89,7.24,0.92,2.61,4.94,6.87,9.93
199907,3.22,2.04,1.1,1.16,0.06,-0.22,-0.51,-1.21,-1.2,-4.12,-1.66,-0.04,-1.09,-2.07,-5.53,-1.35,-1.04,-0.76,-0.53,-4.14,-0.65,-3.48,-2.12,-3.11,-6.25
199908,-1.48,-1.11,-2.9,-2.85,-5.66,-4.21,-3.66,-3.03,-3.21,-5.88,-2.61,-1.52,-3.94,-4.5,-3.68,-2.56,-4.79,-1.57,-3.46,-1.06,-1.83,-2.31,1.42,-0.4,-0.24
199909,-1.11,-1.32,-1.71,-0.95,-2.35,-0.94,1.12,-0.86,-1.21,0.67,0.75,-1.83,-0.52,-0.82,2.86,-2.13,-4.04,-2.55,-0.5,0.22,-3.41,-3.42,-5.06,0.3,-2.89
199910,0.92,-0.09,-1.33,-0.4,-3.2,2.99,-0.85,-1.97,-1.88,-0.4,-0.36,1.25,0.33,0,3.07,1.23,2.61,3.04,6.42,9.2,3.28,4.64,5.5,10.78,9.59
199911,17.61,7.3,5.1,8.25,13.29,8,6.16,5.78,3.97,12.31,4.03,4.55,1.98,7.05,9.46,0.34,-0.85,4.64,2.99,10.15,0.33,2.9,3.44,1.64,3.06
199912,23.78,10.25,5.02,9.09,20.43,12.11,5.58,10.12,7.58,15.94,7.12,7.7,4.94,9.1,11.83,6.14,5.65,8.31,10.33,22.13,3.39,2.68,2.7,9.03,11.18
200001,13.06,2.01,1.49,5.21,3.81,2.14,-2.99,-1.15,-3.26,-0.92,-1.9,-2.2,-5.88,-2.77,-4.41,-3.84,-5.49,-4.68,-3.82,-2.29,-2.52,-1.4,-4.99,-4.39,-7.9
200002,44.58,22.78,23.51,19.3,22.77,24.55,4.41,19.27,11.15,19.93,7.16,11.6,5.37,17.4,15.31,1.13,-1.7,6.86,15.72,23.88,-2.66,-1.66,-4.09,-0.19,1.05
200003,-15.54,-12.3,-6.87,-4.17,-9.59,-8.66,1.09,-7.55,-2.32,-8.19,-4.9,-6.24,5.63,-0.18,-6.9,13.66,14.73,8.81,6.64,-6.54,8.07,10.06,7.41,8.83,13.44
200004,-19.82,-9.17,-8.46,-11.04,-20.34,-8.1,-0.99,-3.18,-4.19,-16.73,-0.26,-5.73,0.84,-1.67,-10.87,-3.56,-3.54,-3.38,-2.44,-9.95,-0.65,-2.62,0.46,1.06,-12.91
200005,-12.09,-5.07,-6.81,-8.28,-9.58,-8.55,-6.68,-4.62,-4.12,-8.93,-3.44,-1.41,-2.36,-3.44,-4.34,2.12,-0.93,-5.87,-2.01,-8.74,0.36,-4.12,0.38,-1.91,-6.2
200006,29.53,13.87,16.58,17.23,19.19,11.57,3.94,11.12,4.7,17.34,7.57,1.87,4,3.76,11.21,5.71,-3.61,2.09,7.16,13.05,-1.17,1.68,-0.1,5.6,5.89
200007,-2.76,1.41,0.35,-0.36,-4.45,-4.27,0.49,-1.07,0.14,-6.46,-3.41,2.85,1.23,-1.21,-7.05,-0.91,-0.21,-2,-0.19,-5.37,-0.48,2.53,-1.49,-2.87,-2.76
200008,9.15,4.8,4.38,5.73,6.11,10.84,5.7,4.73,4.07,4.75,12.45,5.53,8.85,6.85,6.14,8.74,8.83,7.04,5.45,11.78,4.78,5.84,3.99,7.15,9.94
200009,-3.49,-0.47,-0.31,-2.06,-7.23,-1.61,0.52,-3.25,0.05,-7.48,-2.32,-3.03,-1.25,-0.29,-7.65,-2.55,-3.81,0.2,-0.39,-10.27,-2.41,-0.87,-0.45,0.4,-10.66
200010,-9.51,-4.52,-3.55,-5.71,-10.52,-5.51,-3.22,0.75,-1.61,-10.39,-4.15,-0.36,-0.86,-1.46,-10.79,0,4.07,-0.66,0.34,-8.98,1.5,1.13,-0.03,-0.14,-4.73
200011,-14.41,-5.79,-5.16,-6.33,-14.09,-12.49,-5.17,-4.2,-4.08,-17.47,-12.19,-1.15,-4.48,-6.57,-18.31,-9.12,-0.05,-3.23,-1.39,-19.64,-1.63,-1.45,-2.77,-6.96,-17.96
200012,-3.13,0.77,2.56,3.76,-2.41,7.03,9.51,10.78,7.21,2.8,10.07,10.23,11.54,12,5.14,7.29,7.6,11.15,11.79,5.17,6.39,4.4,4.59,3.64,-5.92
200101,21.41,11.6,13.64,12.99,18.71,8.76,5.32,5.11,7.04,15.37,2.85,-0.22,1.95,0.81,12.12,1.43,1.94,1.04,1.21,7.15,-1.55,2.31,1.21,-0.43,8.25
200102,-7.73,-0.14,-0.42,-4.02,-7.19,-8.14,-1.26,-0.77,-3.84,-9.83,-6.92,0.61,-3.77,-4.01,-13.8,-3.24,-2.8,-2.02,-2.12,-17,-1.04,-2.73,-4.14,-6.76,-19.23
200103,-5.64,-1.77,-0.43,-0.84,-5.23,-2.74,-1.09,-0.01,-3.51,-5.92,-8.02,-2.06,-1.77,-5.07,-10.86,-3.84,-2.98,-3.92,-4.63,-10.31,-3.12,-4,-4.24,-7.23,-10.68
200104,5.85,7.31,3.68,4.8,6.86,8.42,5.65,4.27,7.06,9.97,11.81,4.19,5.53,6.14,11.4,8.49,5.64,7.66,9.45,15.43,4.66,6.84,3.68,7.54,12.55
200105,12.66,9.42,11.94,10.25,11.56,3.66,2.45,1.18,5.72,4.32,3.68,0.92,1.1,2.68,3.4,3.25,3.35,2.32,4.33,2.77,3.04,2.31,2.24,0.71,-2.04
200106,0.79,3.09,4.2,2.46,2.76,5.07,5.09,7.56,9.51,6.79,-0.45,0.95,-0.02,2.78,3.57,-3.52,-0.08,-0.01,-0.15,3.26,-1.38,-2.94,-2.67,-2.84,-1.2
200107,-3.84,0.44,2.56,0.54,-7.74,-4.96,-1.7,-2.17,-4.55,-11.32,-2.49,-2.66,-1.17,0.47,-10.89,0.96,1.91,-0.83,0.94,-7.3,-2.95,-0.85,-0.02,1.26,-3.17
200108,-2.63,-1.15,-0.84,-1.86,-6.46,-1.41,-0.49,-0.58,-3.55,-9.27,-0.53,-0.4,0.05,-4.65,-8.64,-4.64,-2.87,-3.1,-3.36,-8.76,-2.05,-3.06,-3.7,-5.51,-10.68
200109,-15.32,-11.7,-6.64,-10.58,-16.02,-17.52,-11.72,-11.63,-13.09,-20.54,-14.45,-13.55,-7.77,-11.77,-18.69,-12.77,-9.43,-9.33,-10.86,-20.47,-4.91,-5.72,-7.12,-4.35,-10.99
200110,8,4.79,2.95,3.8,8.81,7.5,1.88,3.83,5.93,11.13,5.73,5.33,2.1,5.29,14.81,2.74,0.96,1.02,2,11.23,-0.66,2.47,0.42,-1.5,5.05
200111,7.53,5.59,4.69,5.49,8.77,7.28,6.97,7.62,7.74,12.67,9.39,8.41,6.06,7.51,9.29,11.81,8.35,6.34,7.09,11.86,7.25,3.79,8.37,6.21,9.78
200112,6.81,4.58,5.86,6.58,10.14,6.39,5.95,6.45,7.4,8.58,4.34,6.71,6.67,6.74,6.11,5.73,5.53,4.93,6.07,3.49,0.45,2.38,2.34,-0.24,-0.34
200201,2.75,3.25,3.86,2.13,-1.53,0.38,0.14,0.65,1.92,-6.55,1.14,1.41,-0.1,-0.78,-5.67,1.26,0.37,0.3,-1.15,-3.41,-0.8,-1.89,-0.07,-1.03,-1.43
200202,-4.16,-1.35,-0.69,-1.53,-8.84,0.57,-1,0.08,-1.72,-8.87,-0.04,-0.06,2.2,-1.48,-7.36,1.99,2.79,3.43,-1.17,-7.69,-1.38,0.3,0.51,-1.19,-5.2
200203,10.18,9.29,6.76,8.16,7.81,10.21,9.68,8.56,8.27,8.4,9.32,6.71,5.14,6.68,9.46,5.19,5.19,4.03,6.22,8.68,4.44,4.01,3.11,2.33,4.41
200204,1.52,3.59,4.91,4.35,-1.99,2.2,4.31,4.37,5.58,-4.42,-0.69,1.51,3.03,2.09,-5.44,0.06,2.31,1.9,0.7,-6.59,-3.35,-5.91,-2.76,-7.03,-9.08
200205,-0.21,0.55,-1.29,-0.71,-3.45,-7.09,-3.55,-2.4,-4.33,-7.45,-2.56,-1.93,-2.57,-2.29,-7.49,0.61,-0.99,0.73,-0.6,-4.71,0.39,1.34,-1.6,0.09,-2.28
200206,-4.54,-0.06,2.08,0.4,-5.37,-5.74,-1.02,-2.55,-2.97,-7.17,-6.53,-4.37,-2.47,-7.71,-9.17,-5.15,-6.52,-5.62,-7.24,-12.15,-5.98,-4.82,-9.77,-6.15,-7.63
200207,-16.93,-14.35,-9.53,-11.84,-17.22,-18.21,-14.34,-14.28,-13.9,-18.11,-12.41,-12.38,-8.51,-9.61,-11.99,-13.06,-12.24,-8.16,-7.76,-10.27,-5.46,-6.99,-7.22,-6.43,-7.71
200208,-2.25,-1.7,0.59,-2.01,-0.42,-0.55,0.07,0.53,0.97,0.36,1.94,1,0.08,1.49,1.39,2.08,4.63,-1.22,0.72,-2.28,-2.22,-0.2,0.59,1.13,2.15
200209,-11.07,-6.38,-5.47,-7.05,-8.37,-9.3,-9.04,-6.17,-5.77,-7.07,-9.85,-8.11,-8.65,-6.34,-8.75,-12.82,-12.01,-9.29,-8.88,-10,-13.84,-10.57,-11.02,-10.72,-8.72
200210,5.24,1.25,1.52,2.33,3.29,4.14,1.58,3.58,2.55,6.25,6.44,2.81,7.51,1.7,3.94,4.63,7.38,4.82,2.07,8.54,11.64,9.39,7.36,10.06,7.03
200211,17,8.56,8.38,10.05,12.17,14.99,9,6.98,6.76,11.14,13.54,7.04,5.07,6.12,9.89,15.23,11.86,6.47,5.64,8.39,11.63,5.92,5.42,5.06,1.75
200212,-7.67,-3.37,-3.44,-4.7,-5.11,-8.23,-4.21,-5.14,-4.85,-7.63,-8.62,-3.92,-2.85,-3,-6.59,-7.14,-4.71,-4.22,-3.24,-6.6,-12.81,-4.1,-3.96,-6.25,-5.24
200301,-0.03,-0.06,0.73,-0.22,-2.04,-3.32,-2.62,-3.15,-2.51,-2.18,-1.69,-5.32,-2.4,-3.4,-2.58,-1.17,-4.08,-2.8,-1.94,-0.21,-2.62,-1.21,-3.44,-3.45,-3.18
200302,-3.12,-4.32,-2.82,-3.13,-2.64,-3.06,-3.81,-2.31,-2.06,-2.78,-2.96,-4.19,-1.8,-3.12,-2.97,-1.55,-3.92,-1.94,-1.62,-2.36,1.01,-2.97,-2.71,-1.1,-1.67
200303,2.25,-0.49,1.89,0.24,1.17,2,2.39,2.89,1.12,-0.59,0.38,1,1.29,2.34,1.34,-0.81,-0.01,0.38,0.2,1.45,-1.66,1.18,-1.69,2.91,2.28
200304,12.02,9.55,6.87,8.36,10.98,11.21,9.35,8.97,10.35,9.24,11.9,10.33,9.05,9.81,8.8,10.29,9.84,7.8,6.95,8.65,10.07,6.49,7.31,9.01,8.15
200305,20.4,11.54,7.48,11.31,14.07,12.79,8.76,10,8.66,14.14,9.56,9.44,7.55,8.05,10.14,12.42,7.67,8.98,9.55,9.66,11.05,5.68,8.58,1.65,5.25
200306,6.88,5.56,3.95,4.01,5.28,0.69,2.56,2.31,2.65,1.04,-0.13,1.06,0.37,2.77,3.88,-0.09,2.29,2.56,0.39,1.37,-0.98,0.24,1.95,2.87,0.14
200307,11.42,6.65,6.97,6.76,7.59,10.4,5.35,7.85,4.96,6.69,7.82,4.34,3.3,3.67,4.59,5.12,3.15,3.73,4.07,3.05,0.74,1.56,2.28,2.07,0.31
200308,6.7,5.9,3.84,3.38,4.1,5.53,4.7,3.42,4.3,5.69,7.74,4.77,4.87,4.2,5.8,6.16,5.79,3.29,3.56,5.77,4.94,4.07,2.15,0.61,-0.12
200309,5.4,1.45,1.28,0.02,0.25,-3.03,-2,-2.99,-1.78,-2.48,-1.04,-2.86,-2.17,-1.88,-2.54,-0.63,-0.03,-2.46,-2.59,-1.21,-3.86,-3.94,-1.16,0.45,-0.4
200310,10.88,8.72,8.27,10.03,6.93,10.28,7.32,7.9,9.39,8.62,9.03,10.11,8.43,6.77,9.21,10.11,7.17,6.99,8.05,9.42,6.55,8.75,5.01,4.01,6.33
200311,4.3,6.65,4.24,4.92,3.3,3.46,3.81,5.19,3.63,1.61,4.45,2.71,3.75,3.06,3.21,1.83,3.3,2.33,3.14,2.95,3.72,0.26,0.97,0.59,0.58
200312,1.97,4.31,3.24,1.75,2.54,2.55,3.23,2.4,1.7,1.41,2.55,7.3,1.56,2.04,0.51,3.59,3.22,3.43,3.02,0.82,6.55,5.39,3.94,5.77,3.87
200401,11.8,5.88,5.5,4.2,3.29,8.82,2.52,2.52,3.1,4.03,7.13,2.59,1.42,1.17,2.95,4.57,2.7,1.18,3.35,1.32,2.98,0.03,0.87,2.52,2.52
200402,-1.39,0.64,0.5,1.99,0.95,-0.89,1.22,0.97,2.89,-0.01,-0.62,1.06,2.82,2.11,3.06,1.11,0.24,2.6,2.7,3.32,1.24,-0.13,3.04,0.62,1.63
